Date,2-year,5-year,10-year,T10Y2Y,VIXCLS,DJI Adj Close,DJI Volume,NDAQ Adj Close,NDAQ Volume,SPX Adj Close,SPX Volume,RUT Adj Close,RUT Volume,Adj Close,Information Technology Adj Close,Information Technology Volume
2013-11-13,0.32,1.41,2.75,2.43,12.52,15821.6298828125,92450000,3965.580078125,1827220000,1782.0,3327480000,1112.1800537109375,3327480000,16.23952293395996,76.74698638916016,176800
2013-11-14,0.29,1.34,2.69,2.4,12.37,15876.2197265625,123860000,3972.739990234375,1965350000,1790.6199951171875,3139060000,1111.43994140625,3139060000,16.474395751953125,76.45162963867188,224900
2013-11-15,0.31,1.36,2.71,2.4,12.19,15961.7001953125,126460000,3985.969970703125,1899150000,1798.1800537109375,3254820000,1116.199951171875,3254820000,16.37551498413086,76.74698638916016,192800
2013-11-18,0.31,1.33,2.67,2.36,13.1,15976.01953125,94860000,3949.070068359375,1829870000,1791.530029296875,3168520000,1107.2900390625,3168520000,16.17713165283203,76.06678009033203,231000
2013-11-19,0.29,1.37,2.71,2.42,13.39,15967.0302734375,84570000,3931.550048828125,1747840000,1787.8699951171875,3224450000,1101.3800048828125,3224450000,16.205829620361328,75.70880889892578,264400
2013-11-20,0.28,1.39,2.8,2.52,13.4,15900.8203125,84350000,3921.27001953125,1721160000,1781.3699951171875,3109140000,1099.7900390625,3109140000,16.06390380859375,75.5298080444336,237700
2013-11-21,0.29,1.38,2.79,2.5,12.66,16009.990234375,79000000,3969.159912109375,1684250000,1795.8499755859375,3256630000,1119.6199951171875,3256630000,16.255422592163086,76.37109375,354700
2013-11-22,0.31,1.37,2.75,2.44,12.26,16064.76953125,81000000,3991.64990234375,1730280000,1804.760009765625,3055140000,1124.9200439453125,3055140000,16.213624954223633,76.29053497314453,195500
2013-11-25,0.3,1.37,2.74,2.44,12.79,16072.5400390625,94040000,3994.570068359375,1795760000,1802.47998046875,2998540000,1124.719970703125,2998540000,16.33652687072754,76.12943267822266,422300
2013-11-26,0.29,1.34,2.71,2.42,12.81,16072.7998046875,107450000,4017.75,1907680000,1802.75,3427120000,1134.530029296875,3427120000,16.637836456298828,76.5142822265625,199600
2013-11-27,0.28,1.36,2.74,2.46,12.98,16097.330078125,65730000,4044.75,1477020000,1807.22998046875,2613590000,1141.3299560546875,2613590000,17.02960777282715,77.17658996582031,155700
2013-11-29,0.28,1.37,2.75,2.47,13.7,16086.41015625,69190000,4059.889892578125,853500000,1805.81005859375,1598300000,1142.8900146484375,1598300000,17.3449649810791,77.53459167480469,172300
2013-12-02,0.3,1.43,2.81,2.51,14.23,16008.76953125,92590000,4045.260009765625,1680380000,1800.9000244140625,3095430000,1129.1199951171875,3095430000,17.193994522094727,77.18553161621094,236900
2013-12-03,0.28,1.4,2.79,2.51,14.55,15914.6201171875,103910000,4037.199951171875,1875010000,1795.1500244140625,3475680000,1123.780029296875,3475680000,17.664682388305664,77.31083679199219,145800
2013-12-04,0.3,1.45,2.84,2.54,14.7,15889.76953125,111180000,4038.0,1886970000,1792.81005859375,3610540000,1121.3800048828125,3610540000,17.623510360717773,77.55250549316406,202200
2013-12-05,0.3,1.49,2.88,2.58,15.08,15821.509765625,128080000,4033.169921875,1880950000,1785.030029296875,3336880000,1122.469970703125,3336880000,17.713964462280273,77.48086547851562,132000
2013-12-06,0.3,1.51,2.88,2.58,13.79,16020.2001953125,98260000,4062.52001953125,1727130000,1805.0899658203125,3150030000,1131.3800048828125,3150030000,17.468172073364258,78.01789855957031,139000
2013-12-09,0.3,1.5,2.86,2.56,13.49,16025.5302734375,91810000,4068.75,1717120000,1808.3699951171875,3129500000,1129.4599609375,3129500000,17.668109893798828,78.19690704345703,214400
2013-12-10,0.3,1.46,2.81,2.51,13.91,15973.1298828125,79420000,4060.489990234375,1864860000,1802.6199951171875,3117150000,1119.68994140625,3117150000,17.640663146972656,78.1073989868164,172600
2013-12-11,0.31,1.5,2.86,2.55,15.42,15843.5302734375,107170000,4003.81005859375,1923520000,1782.219970703125,3472240000,1101.5,3472240000,17.509965896606445,77.3466567993164,259300
2013-12-12,0.34,1.55,2.89,2.55,15.54,15739.4296875,105870000,3998.39990234375,1893270000,1775.5,3306640000,1103.27001953125,3306640000,17.484392166137695,76.96179962158203,193300
2013-12-13,0.34,1.55,2.88,2.54,15.76,15755.3603515625,83180000,4000.97998046875,1615340000,1775.3199462890625,3061070000,1107.050048828125,3061070000,17.29380989074707,76.88125610351562,210400
2013-12-16,0.34,1.55,2.89,2.55,16.03,15884.5703125,101470000,4029.52001953125,1943830000,1786.5400390625,3209890000,1119.8499755859375,3209890000,17.389564514160156,77.65095520019531,215900
2013-12-17,0.34,1.52,2.85,2.51,16.21,15875.259765625,101490000,4023.679931640625,1861130000,1781.0,3270030000,1118.8900146484375,3270030000,17.311277389526367,77.81204986572266,249700
2013-12-18,0.32,1.55,2.89,2.57,13.8,16167.9697265625,129620000,4070.06005859375,2178330000,1810.6500244140625,4327770000,1133.719970703125,4327770000,17.179643630981445,78.39381408691406,351600
2013-12-19,0.35,1.63,2.94,2.59,14.15,16179.080078125,94980000,4058.139892578125,1813050000,1809.5999755859375,3497210000,1125.449951171875,3497210000,16.982824325561523,78.41171264648438,301000
2013-12-20,0.37,1.66,2.89,2.52,13.79,16221.1396484375,285190000,4104.740234375,3510420000,1818.3199462890625,5097700000,1146.469970703125,5097700000,17.12505531311035,79.28388214111328,272400
2013-12-23,0.38,1.68,2.94,2.56,13.04,16294.6103515625,78930000,4148.89990234375,1779400000,1827.989990234375,2851540000,1157.219970703125,2851540000,17.78227424621582,80.25198364257812,277300
2013-12-24,0.38,1.73,2.99,2.61,12.48,16357.5498046875,33640000,4155.419921875,802270000,1833.3199462890625,1307630000,1161.800048828125,1307630000,17.706798553466797,80.43295288085938,187100
2013-12-26,0.42,1.74,3.0,2.58,12.33,16479.880859375,50160000,4167.18017578125,1180670000,1842.02001953125,1982270000,1162.6500244140625,1982270000,17.589200973510742,80.68626403808594,317700
2013-12-27,0.4,1.74,3.02,2.62,12.46,16478.41015625,47230000,4156.58984375,1255020000,1841.4000244140625,2052920000,1161.0899658203125,2052920000,17.47035789489746,80.52342224121094,219200
2013-12-30,0.39,1.71,2.99,2.6,13.56,16504.2890625,54220000,4154.2001953125,1349470000,1841.0699462890625,2293860000,1160.5899658203125,2293860000,17.296613693237305,80.44200897216797,291400
2013-12-31,0.38,1.75,3.04,2.66,13.72,16576.66015625,78760000,4176.58984375,1401140000,1848.3599853515625,2312840000,1163.6400146484375,2312840000,17.499357223510742,81.0119857788086,428500
2014-01-02,0.39,1.72,3.0,2.61,14.23,16441.349609375,80960000,4143.06982421875,1738820000,1831.97998046875,3080600000,1150.719970703125,3080600000,17.25325584411621,80.17961883544922,358100
2014-01-03,0.41,1.73,3.01,2.6,13.76,16469.990234375,72770000,4131.91015625,1667480000,1831.3699951171875,2774270000,1156.0899658203125,2774270000,16.87427520751953,79.90817260742188,829500
2014-01-06,0.4,1.7,2.98,2.58,13.55,16425.099609375,89380000,4113.68017578125,2292840000,1826.77001953125,3294850000,1147.1600341796875,3294850000,16.96629524230957,79.68199920654297,386300
2014-01-07,0.4,1.69,2.96,2.56,12.92,16530.939453125,81270000,4153.18017578125,2278220000,1837.8800048828125,3511750000,1157.6300048828125,3511750000,16.844959259033203,80.4872055053711,317000
2014-01-08,0.43,1.77,3.01,2.58,12.87,16462.740234375,103260000,4165.60986328125,2345220000,1837.489990234375,3652140000,1157.4599609375,3652140000,16.951635360717773,80.58673858642578,347600
2014-01-09,0.44,1.75,2.97,2.53,12.89,16444.759765625,83990000,4156.18994140625,2214770000,1838.1300048828125,3581150000,1158.3499755859375,3581150000,16.735157012939453,80.20677185058594,581900
2014-01-10,0.39,1.64,2.88,2.49,12.14,16437.05078125,85190000,4174.669921875,2143070000,1842.3699951171875,3335710000,1164.530029296875,3335710000,16.623493194580078,80.35151672363281,394600
2014-01-13,0.39,1.6,2.84,2.45,13.28,16257.9404296875,111680000,4113.2998046875,2322240000,1819.199951171875,3591350000,1148.0899658203125,3591350000,16.710521697998047,79.4557876586914,316500
2014-01-14,0.39,1.65,2.88,2.49,12.28,16373.8603515625,98610000,4183.02001953125,2034180000,1838.8800048828125,3353270000,1163.4300537109375,3353270000,17.04302215576172,80.9395980834961,289800
2014-01-15,0.41,1.68,2.9,2.49,12.28,16481.939453125,101130000,4214.8798828125,2101870000,1848.3800048828125,3777800000,1171.3499755859375,3777800000,17.38519859313965,81.88961029052734,342300
2014-01-16,0.41,1.66,2.86,2.45,12.53,16417.009765625,87370000,4218.68994140625,2005850000,1845.8900146484375,3491310000,1173.1300048828125,3491310000,17.288190841674805,81.9076919555664,254300
2014-01-17,0.4,1.64,2.84,2.44,12.44,16458.560546875,184970000,4197.580078125,2150370000,1838.699951171875,3626120000,1168.4300537109375,3626120000,16.864604949951172,81.41912841796875,354100
2014-01-21,0.4,1.67,2.85,2.45,12.87,16414.439453125,111570000,4225.759765625,2034030000,1843.800048828125,3782470000,1175.719970703125,3782470000,17.126623153686523,81.762939453125,380900
2014-01-22,0.44,1.72,2.87,2.43,12.84,16373.33984375,87470000,4243.0,2026910000,1844.8599853515625,3374170000,1181.2900390625,3374170000,17.202730178833008,81.88961029052734,279400
2014-01-23,0.39,1.62,2.79,2.4,13.77,16197.349609375,100540000,4218.8798828125,2191980000,1828.4599609375,3972250000,1172.4000244140625,3972250000,17.348400115966797,81.51863861083984,390100
2014-01-24,0.37,1.58,2.75,2.38,18.14,15879.1103515625,141450000,4128.169921875,2489470000,1790.2900390625,4618450000,1144.1300048828125,4618450000,17.033037185668945,79.79959869384766,496800
2014-01-27,0.37,1.61,2.78,2.41,17.42,15837.8798828125,127540000,4083.610107421875,2398280000,1781.56005859375,4045200000,1127.72998046875,4045200000,17.171222686767578,78.9039077758789,479800
2014-01-28,0.38,1.59,2.77,2.39,15.8,15928.5595703125,89110000,4097.9599609375,2091180000,1792.5,3437830000,1138.239990234375,3437830000,15.798772811889648,78.64151763916016,602500
2014-01-29,0.36,1.52,2.69,2.33,17.35,15738.7900390625,109590000,4051.429931640625,2231850000,1774.199951171875,3964020000,1122.449951171875,3964020000,15.619422912597656,77.9086685180664,344700
2014-01-30,0.36,1.55,2.72,2.36,17.29,15848.6103515625,92100000,4123.1298828125,2168410000,1794.18994140625,3547510000,1139.3599853515625,3547510000,15.589160919189453,79.0938949584961,483000
2014-01-31,0.34,1.49,2.67,2.33,18.41,15698.849609375,137090000,4103.8798828125,2300570000,1782.5899658203125,4059690000,1130.8800048828125,4059690000,15.614737510681152,79.11199951171875,336700
2014-02-03,0.3,1.44,2.61,2.31,21.44,15372.7998046875,151050000,3996.9599609375,2617030000,1741.8900146484375,4726040000,1094.5799560546875,4726040000,15.643749237060547,77.3929214477539,442900
2014-02-04,0.31,1.46,2.64,2.33,19.11,15445.240234375,124110000,4031.52001953125,2173360000,1755.199951171875,4068410000,1102.8399658203125,4068410000,15.87020206451416,77.74583435058594,552200
2014-02-05,0.32,1.5,2.7,2.38,19.95,15440.23046875,105130000,4011.550048828125,2168360000,1751.6400146484375,3984290000,1093.5899658203125,3984290000,15.988737106323242,77.76390838623047,426700
2014-02-06,0.33,1.52,2.73,2.4,17.23,15628.5302734375,106980000,4057.1201171875,1942700000,1773.4300537109375,3825410000,1103.9300537109375,3825410000,16.08193016052246,78.74103546142578,444500
2014-02-07,0.3,1.47,2.71,2.41,15.29,15794.080078125,105780000,4125.85986328125,2055850000,1797.02001953125,3775990000,1116.550048828125,3775990000,16.306907653808594,79.82675170898438,279100
2014-02-10,0.32,1.48,2.7,2.38,15.26,15801.7900390625,84110000,4148.169921875,1811970000,1799.8399658203125,3312160000,1118.72998046875,3312160000,16.599050521850586,80.12532043457031,606100
2014-02-11,0.35,1.54,2.75,2.4,14.51,15994.76953125,95930000,4191.0498046875,1993950000,1819.75,3699380000,1129.1600341796875,3699380000,16.817760467529297,80.93055725097656,796800
2014-02-12,0.35,1.59,2.8,2.45,14.3,15963.9404296875,77310000,4201.2900390625,2035890000,1819.260009765625,3326380000,1132.5400390625,3326380000,16.816503524780273,81.20196533203125,439700
2014-02-13,0.32,1.51,2.73,2.41,14.14,16027.58984375,99470000,4240.669921875,2249990000,1829.8299560546875,3289510000,1147.7900390625,3289510000,17.083538055419922,81.95293426513672,490100
2014-02-14,0.32,1.53,2.75,2.43,13.57,16154.3896484375,84060000,4244.02001953125,1881510000,1838.6300048828125,3114750000,1149.2099609375,3114750000,17.069738388061523,82.1700439453125,266800
2014-02-18,0.31,1.5,2.71,2.4,13.87,16130.400390625,91250000,4272.77978515625,1886210000,1840.760009765625,3421110000,1161.47998046875,3421110000,17.132490158081055,82.4867172241211,505200
2014-02-19,0.33,1.53,2.73,2.4,15.5,16040.5595703125,80560000,4237.9501953125,1956720000,1828.75,3661570000,1149.0699462890625,3661570000,16.86200714111328,82.03436279296875,406600
2014-02-20,0.34,1.57,2.76,2.42,14.79,16133.23046875,77720000,4267.5498046875,1992780000,1839.780029296875,3404980000,1162.1199951171875,3404980000,16.66683006286621,82.41436004638672,244800
2014-02-21,0.33,1.56,2.73,2.4,14.68,16103.2998046875,126580000,4263.41015625,2138250000,1836.25,3403880000,1164.6300048828125,3403880000,16.481693267822266,82.19720458984375,306700
2014-02-24,0.35,1.57,2.75,2.4,14.23,16207.1396484375,244580000,4292.97021484375,2161300000,1847.6099853515625,4014530000,1174.550048828125,4014530000,16.553865432739258,82.64054107666016,547000
2014-02-25,0.34,1.53,2.7,2.36,13.67,16179.66015625,99470000,4287.58984375,2137150000,1845.1199951171875,3515560000,1173.949951171875,3515560000,16.381595611572266,82.43243408203125,305600
2014-02-26,0.33,1.5,2.67,2.34,14.35,16198.41015625,93980000,4292.06005859375,2108270000,1845.1600341796875,3716730000,1181.719970703125,3716730000,16.23379898071289,82.64054107666016,319300
2014-02-27,0.33,1.49,2.65,2.32,14.04,16272.650390625,97640000,4318.93017578125,2049160000,1854.2900390625,3547460000,1187.93994140625,3547460000,16.557628631591797,83.25576782226562,226300
2014-02-28,0.33,1.51,2.66,2.33,14.0,16321.7099609375,122110000,4308.1201171875,2617730000,1859.449951171875,3917450000,1183.030029296875,3917450000,16.512758255004883,82.95720672607422,951500
2014-03-03,0.32,1.46,2.6,2.28,16.0,16168.0302734375,92760000,4277.2998046875,2077500000,1845.72998046875,3428220000,1176.3599853515625,3428220000,16.560453414916992,82.34195709228516,388700
2014-03-04,0.33,1.54,2.7,2.37,14.1,16395.880859375,96120000,4351.97021484375,2477850000,1873.9100341796875,3765770000,1208.6500244140625,3765770000,16.66965103149414,83.69911193847656,689200
2014-03-05,0.33,1.54,2.7,2.37,13.89,16360.1796875,73980000,4357.97021484375,2215980000,1873.81005859375,3392990000,1205.9100341796875,3392990000,16.70479965209961,83.87101745605469,344400
2014-03-06,0.37,1.57,2.74,2.37,14.21,16421.890625,75900000,4352.1298828125,2136260000,1877.030029296875,3360450000,1204.5400390625,3360450000,16.65427589416504,83.81671142578125,234000
2014-03-07,0.38,1.65,2.8,2.42,14.11,16452.720703125,80690000,4336.22021484375,2175560000,1878.0400390625,3564740000,1203.3199462890625,3564740000,16.64455795288086,83.57246398925781,262900
2014-03-10,0.37,1.64,2.79,2.42,14.2,16418.6796875,68210000,4334.4501953125,2111610000,1877.1700439453125,3021350000,1200.5400390625,3021350000,16.659618377685547,83.36433410644531,259300
2014-03-11,0.37,1.62,2.77,2.4,14.8,16351.25,78150000,4307.18994140625,2477780000,1867.6300048828125,3392400000,1187.050048828125,3392400000,16.821842193603516,83.06581115722656,267400
2014-03-12,0.37,1.59,2.73,2.36,14.47,16340.080078125,77900000,4323.330078125,2131880000,1868.199951171875,3270860000,1191.3699951171875,3270860000,16.838151931762695,83.33721160888672,228900
2014-03-13,0.34,1.53,2.66,2.32,16.22,16108.8896484375,86160000,4260.419921875,2383600000,1846.3399658203125,3670990000,1176.739990234375,3670990000,16.651138305664062,82.00720977783203,507800
2014-03-14,0.36,1.55,2.65,2.29,17.82,16065.669921875,85660000,4245.39990234375,2196890000,1841.1300048828125,3285460000,1181.4100341796875,3285460000,16.464122772216797,81.5910415649414,433100
2014-03-17,0.38,1.58,2.7,2.32,15.64,16247.2197265625,88930000,4279.9501953125,1810410000,1858.8299560546875,2860490000,1188.22998046875,2860490000,16.528446197509766,82.52291870117188,339800
2014-03-18,0.36,1.56,2.68,2.32,14.52,16336.1904296875,79140000,4333.31005859375,1962890000,1872.25,2930190000,1205.0400390625,2930190000,16.6746768951416,83.74434661865234,286400
2014-03-19,0.47,1.75,2.78,2.31,15.12,16222.169921875,90110000,4307.60009765625,1992750000,1860.77001953125,3289210000,1195.6600341796875,3289210000,16.670284271240234,83.32816314697266,323600
2014-03-20,0.45,1.73,2.79,2.34,14.52,16331.0498046875,91530000,4319.2900390625,1847270000,1872.010009765625,3327540000,1198.969970703125,3327540000,16.58995246887207,83.7895736694336,232600
2014-03-21,0.45,1.73,2.75,2.3,15.0,16302.76953125,353670000,4276.7900390625,3245740000,1866.52001953125,5270710000,1193.72998046875,5270710000,16.720796585083008,83.31912231445312,259800
2014-03-24,0.47,1.76,2.74,2.27,15.09,16276.6904296875,110620000,4226.39013671875,2434650000,1857.43994140625,3409000000,1178.22998046875,3409000000,16.919113159179688,82.87578582763672,1612900
2014-03-25,0.47,1.76,2.75,2.28,14.02,16367.8798828125,89110000,4234.27001953125,2270760000,1865.6199951171875,3200560000,1178.050048828125,3200560000,17.101106643676758,83.32816314697266,636000
2014-03-26,0.45,1.7,2.71,2.26,14.93,16268.990234375,92770000,4173.580078125,2455460000,1852.56005859375,3480850000,1155.489990234375,3480850000,16.93762969970703,82.11579132080078,585600
2014-03-27,0.45,1.7,2.69,2.24,14.62,16264.23046875,93650000,4151.22998046875,2270650000,1849.0400390625,3733430000,1151.43994140625,3733430000,16.864831924438477,81.64530944824219,471100
2014-03-28,0.45,1.74,2.73,2.28,14.41,16323.0595703125,86370000,4155.759765625,2029840000,1857.6199951171875,2955520000,1151.81005859375,2955520000,16.84600067138672,81.94386291503906,380400
2014-03-31,0.44,1.73,2.73,2.29,13.88,16457.66015625,104510000,4198.990234375,2090850000,1872.3399658203125,3274300000,1173.0400390625,3274300000,16.842233657836914,82.81245422363281,290300
2014-04-01,0.44,1.74,2.77,2.33,13.1,16532.609375,88010000,4268.0400390625,2153130000,1885.52001953125,3336190000,1188.699951171875,3336190000,16.99630355834961,83.91625213623047,418900
2014-04-02,0.47,1.8,2.82,2.35,13.09,16573.0,78120000,4276.4599609375,2187100000,1890.9000244140625,3131660000,1192.81005859375,3131660000,17.024551391601562,83.95243835449219,347400
2014-04-03,0.46,1.79,2.8,2.34,13.37,16572.55078125,77220000,4237.740234375,2067370000,1888.77001953125,3055600000,1181.1199951171875,3055600000,16.90656280517578,83.26483154296875,348900
2014-04-04,0.43,1.71,2.74,2.31,13.96,16412.7109375,104350000,4127.72998046875,2621270000,1865.0899658203125,3583750000,1153.3800048828125,3583750000,16.687850952148438,81.37388610839844,550700
2014-04-07,0.41,1.68,2.71,2.3,15.57,16245.8701171875,116540000,4079.75,2554680000,1845.0400390625,3801540000,1135.780029296875,3801540000,16.425832748413086,80.62293243408203,505500
2014-04-08,0.4,1.67,2.69,2.29,14.89,16256.1396484375,98510000,4112.990234375,2198900000,1851.9599609375,3721450000,1144.239990234375,3721450000,16.424907684326172,81.33769226074219,345700
2014-04-09,0.37,1.65,2.71,2.34,13.82,16437.1796875,91550000,4183.89990234375,1957560000,1872.1800537109375,3308650000,1159.9599609375,3308650000,16.64078712463379,82.64959716796875,314500
2014-04-10,0.37,1.59,2.65,2.28,15.89,16170.2197265625,112550000,4054.110107421875,2421210000,1833.0799560546875,3758780000,1127.6600341796875,3758780000,16.426158905029297,80.46913146972656,382000
2014-04-11,0.37,1.58,2.63,2.26,17.03,16026.75,119550000,3999.72998046875,2264480000,1815.68994140625,3743460000,1111.43994140625,3743460000,16.304716110229492,79.41053009033203,486500
2014-04-14,0.37,1.61,2.65,2.28,16.11,16173.240234375,90020000,4022.68994140625,1890480000,1830.6099853515625,3111540000,1115.3499755859375,3111540000,16.369672775268555,80.14344787597656,405300
2014-04-15,0.39,1.63,2.64,2.25,15.61,16262.5595703125,97850000,4034.159912109375,2413110000,1842.97998046875,3736440000,1119.489990234375,3736440000,16.252939224243164,80.56865692138672,644500
2014-04-16,0.39,1.67,2.65,2.26,14.18,16424.849609375,94650000,4086.22998046875,1863110000,1862.31005859375,3155080000,1131.77001953125,3155080000,16.285886764526367,81.39197540283203,399600
2014-04-17,0.43,1.75,2.73,2.3,13.36,16408.5390625,136190000,4095.52001953125,1954720000,1864.8499755859375,3341430000,1137.9000244140625,3341430000,16.471967697143555,81.30150604248047,475300
2014-04-21,0.42,1.74,2.73,2.31,13.25,16449.25,79500000,4121.5498046875,1544440000,1871.8900146484375,2642500000,1142.31005859375,2642500000,16.667457580566406,81.64530944824219,337500
2014-04-22,0.45,1.76,2.73,2.28,13.19,16514.369140625,84830000,4161.4599609375,1875930000,1879.550048828125,3215440000,1155.6099853515625,3215440000,16.684083938598633,82.1700439453125,201900
2014-04-23,0.43,1.73,2.7,2.27,13.27,16501.650390625,76830000,4126.97021484375,1794760000,1875.3900146484375,3085720000,1147.0799560546875,3085720000,16.466007232666016,81.42817687988281,257500
